Sr.,term,relevant,retrieved_our,True Positive (TP),False Positive (FP),False Negative (FN),Precision,Recall,time
725,"phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1",34,34,31,0,3,0.911764706,0.837837838,0
726,ubiquitin conjugating enzyme E2 S,57,57,53,0,4,0.929824561,0.868852459,1
727,ferritin mitochondrial,24,48,24,24,0,0.5,1,1
728,"Subfertility, Male",14,14,14,0,0,1,1,0
729,"Leukemia, Large Granular Lymphocytic",108,108,100,0,8,0.925925926,0.862068966,1
730,Aortic Diseases,37,37,37,0,0,1,1,0
731,brain dysfunction,11,11,11,0,0,1,1,1
732,protein tyrosine phosphatase non-receptor type 3,26,26,26,0,0,1,1,0
733,Advanced Malignant Neoplasm,136,136,122,0,14,0.897058824,0.813333333,1
734,drebrin like,13,13,13,0,0,1,1,1
735,Alagille Syndrome,107,125,107,18,0,0.856,1,1
736,Skin Pigmentation Disorder,12,12,12,0,0,1,1,0
737,Schizotypal Personality Disorder,13,13,13,0,0,1,1,1
738,Congenital ocular coloboma (disorder),122,122,119,0,3,0.975409836,0.952,1
739,Oppositional Defiant Disorder,39,39,33,0,6,0.846153846,0.733333333,1
740,Ovarian Serous Tumor,12,12,12,0,0,1,1,1
741,Ras protein specific guanine nucleotide releasing factor 1,110,110,100,0,10,0.909090909,0.833333333,1
742,plakophilin 2,92,184,92,92,0,0.5,1,3
743,dopachrome tautomerase,94,188,94,94,0,0.5,1,3
744,Carcinoma of unknown primary,13,13,13,0,0,1,1,1
745,actinin alpha 4,180,180,166,0,14,0.922222222,0.855670103,1
746,"Charcot-Marie-Tooth disease, X-linked, 1",107,107,107,0,0,1,1,1
747,"Pseudohypoaldosteronism, Type II",92,137,92,45,0,0.671532847,1,1
748,Stage II Colon Cancer AJCC v7,24,24,22,0,2,0.916666667,0.846153846,1
749,Color vision defect,23,23,20,0,3,0.869565217,0.769230769,1
750,TBC1 domain family member 24,52,286,52,234,0,0.181818182,1,1
751,B Lymphoblastic Lymphoma,14,14,14,0,0,1,1,1
752,Intellectual impairment,20,20,20,0,0,1,1,0
753,FXYD domain containing ion transport regulator 6,12,24,12,12,0,0.5,1,1
754,Cervical Squamous Cell Carcinoma,204,204,200,0,4,0.980392157,0.961538462,1
755,nuclear receptor subfamily 1 group H member 2,172,172,165,0,7,0.959302326,0.921787709,4
756,"Candidiasis, Chronic Mucocutaneous",71,71,65,0,6,0.915492958,0.844155844,1
757,Malignant neoplasm of gastrointestinal tract,395,395,366,0,29,0.926582278,0.863207547,1
758,PDZK1 interacting protein 1,24,48,24,24,0,0.5,1,2
759,Donohue Syndrome,91,91,91,0,0,1,1,1
760,interleukin 17D,350,700,350,350,0,0.5,1,2
761,Miller Dieker syndrome,177,177,154,0,23,0.870056497,0.77,1
762,Unipolar Depression,1331,1331,1288,0,43,0.967693464,0.937409025,2
763,ribosomal protein S2,13,346,13,333,0,0.037572254,1,3
764,calpain 2,11,21,11,10,0,0.523809524,1,1
765,Sleep Disorders,160,163,160,3,0,0.981595092,1,2
766,protein tyrosine phosphatase non-receptor type 12,40,40,34,0,6,0.85,0.739130435,1
767,"MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 1B (disorder)",20,20,20,0,0,1,1,1
768,Endocrine System Diseases,122,122,112,0,10,0.918032787,0.848484848,0
769,CUGBP Elav-like family member 1,56,1525,56,1469,0,0.036721311,1,7
770,insulin dependent diabetes mellitus 7,12,12,12,0,0,1,1,0
771,ubiquitin conjugating enzyme E2 T,40,40,33,0,7,0.825,0.70212766,1
772,WHIM syndrome,54,54,52,0,2,0.962962963,0.928571429,0
773,WAGR Syndrome,53,53,53,0,0,1,1,1
774,Myelodysplastic Syndrome with Isolated del(5q),103,103,97,0,6,0.941747573,0.889908257,1
775,ribosomal protein S27,65,186,65,121,0,0.349462366,1,2
776,interferon alpha 6,12,12,12,0,0,1,1,1
777,Hereditary Motor and Sensory Neuropathies,119,119,100,0,19,0.840336134,0.724637681,1
778,Common Cold,37,37,35,0,2,0.945945946,0.897435897,1
779,myosin VB,45,90,45,45,0,0.5,1,1
780,death associated protein kinase 1,247,247,233,0,14,0.943319838,0.892720307,1
781,latent transforming growth factor beta binding protein 4,40,80,40,40,0,0.5,1,2
782,G protein-coupled receptor 151,47,94,47,47,0,0.5,1,0
783,"17,20-LYASE DEFICIENCY, ISOLATED",12,12,12,0,0,1,1,0
784,Oculocutaneous albinism type 2,42,42,42,0,0,1,1,1
785,Motion Sickness,18,18,18,0,0,1,1,0
786,"Diabetes Mellitus, Non-Insulin-Dependent",13455,13455,12999,0,456,0.966109253,0.934440371,14
787,Aortic Aneurysm,438,1569,438,1131,0,0.2791587,1,4
788,Mevalonic Aciduria,20,20,20,0,0,1,1,1
789,"GRANULOMATOUS DISEASE, CHRONIC, X-LINKED",19,19,19,0,0,1,1,1
790,interleukin 7 receptor,257,514,257,257,0,0.5,1,2
791,Xeroderma Pigmentosum Complementation Group A,106,106,99,0,7,0.933962264,0.876106195,1
792,endogenous retrovirus group W member 4,261,261,255,0,6,0.977011494,0.95505618,1
793,Intestinal Neoplasms,221,221,200,0,21,0.904977376,0.826446281,1
794,chymotrypsin C,46,92,46,46,0,0.5,1,3
795,Intervertebral disc disorder,23,23,20,0,3,0.869565217,0.769230769,1
796,TBC1 domain family member 9,1651,2223,1651,572,0,0.742690058,1,3
797,"SPHEROCYTOSIS, TYPE 4",18,18,18,0,0,1,1,1
798,syntrophin alpha 1,24,24,24,0,0,1,1,0
799,Biotinidase Deficiency,29,29,29,0,0,1,1,1
800,thrombospondin 2,101,202,101,101,0,0.5,1,3
801,Diabetes Insipidus,62,62,55,0,7,0.887096774,0.797101449,0
802,Malignant tumor of cervix,2523,2523,2400,0,123,0.951248514,0.907029478,3
803,"BLEPHAROPHIMOSIS, PTOSIS, AND EPICANTHUS INVERSUS (disorder)",37,37,31,0,6,0.837837838,0.720930233,1
804,Dermatologic disorders,824,824,800,0,24,0.970873786,0.943396226,1
805,cancer/testis antigen family 45 member A1,12,19,12,7,0,0.631578947,1,1
806,"Pseudohypoaldosteronism, Type I, Autosomal Recessive",13,13,13,0,0,1,1,1
807,Chronic Graft Versus Host Disease,150,150,133,0,17,0.886666667,0.796407186,1
808,cysteine rich secretory protein LCCL domain containing 2,14,14,14,0,0,1,1,2
809,EH domain containing 1,11,11,11,0,0,1,1,0
810,Celiac Disease,1556,1606,1556,50,0,0.96886675,1,3
811,BIETTI CRYSTALLINE CORNEORETINAL DYSTROPHY,31,31,29,0,2,0.935483871,0.878787879,1
812,"BRACHYDACTYLY, TYPE A2",27,27,25,0,2,0.925925926,0.862068966,0
813,Impaired glucose tolerance,726,726,711,0,15,0.979338843,0.95951417,1
814,endogenous retrovirus group K member 11,230,500,230,270,0,0.46,1,2
815,NADH cytochrome B5 reductase deficiency,32,32,32,0,0,1,1,0
816,ADAM metallopeptidase with thrombospondin type 1 motif 4,64,64,55,0,9,0.859375,0.753424658,1
817,Glomerulosclerosis (disorder),157,157,144,0,13,0.917197452,0.847058824,1
818,Cohen syndrome,35,35,35,0,0,1,1,0
819,"destrin, actin depolymerizing factor",15,15,15,0,0,1,1,1
820,retinol binding protein 2,24,48,24,24,0,0.5,1,1
821,Marfan Syndrome,514,522,514,8,0,0.98467433,1,1
822,Neurodegeneration with brain iron accumulation (NBIA),86,86,76,0,10,0.88372093,0.791666667,1
823,death associated protein kinase 2,33,33,33,0,0,1,1,0
824,CUGBP Elav-like family member 2,29,427,29,398,0,0.067915691,1,2
825,"Gangliosidosis, Generalized GM1, Type 2",15,15,15,0,0,1,1,1
826,glutamate receptor interacting protein 1,15,30,15,15,0,0.5,1,0
827,DOYNE HONEYCOMB RETINAL DYSTROPHY,17,17,17,0,0,1,1,0
828,phosphoribosyl pyrophosphate synthetase 1 like 1,22,22,19,0,3,0.863636364,0.76,0
829,SPINAL MUSCULAR ATROPHY WITH RESPIRATORY DISTRESS 1,38,38,35,0,3,0.921052632,0.853658537,0
830,Hemoglobin Adverse Event,14,14,11,0,3,0.785714286,0.647058824,1
831,Adrenal hypertrophy or hyperplasia,84,84,81,0,3,0.964285714,0.931034483,1
832,Marinesco-Sjogren syndrome,21,21,21,0,0,1,1,1
833,mitogen-activated protein kinase kinase 6,29,57,29,28,0,0.50877193,1,2
834,Hereditary Coproporphyria,43,43,38,0,5,0.88372093,0.791666667,0
835,marginal zone B and B1 cell specific protein,58,58,51,0,7,0.879310345,0.784615385,1
836,Hay fever,161,161,148,0,13,0.919254658,0.850574713,1
837,Colon Carcinoma,7258,7259,7000,1,258,0.964320154,0.931346461,7
838,cadherin 17,93,186,93,93,0,0.5,1,3
839,CCAAT enhancer binding protein epsilon,34,34,34,0,0,1,1,1
840,3-Methylglutaconic aciduria type 2,98,98,98,0,0,1,1,0
841,"DEAFNESS, AUTOSOMAL RECESSIVE (disorder)",47,47,47,0,0,1,1,1
842,Chronic eosinophilic leukemia,183,183,183,0,0,1,1,1
843,Multiple Endocrine Neoplasia,316,3135,316,2819,0,0.100797448,1,8
844,"Child Development Disorders, Pervasive",64,64,55,0,9,0.859375,0.753424658,1
845,Compression of spinal cord,16,16,16,0,0,1,1,1
846,"Anemia, Hemolytic",262,319,262,57,0,0.821316614,1,1
847,Cardiovascular Abnormalities,30,30,30,0,0,1,1,1
848,Dystrophia myotonica 2,12,12,12,0,0,1,1,1
849,Deficiency of glucose-6-phosphate dehydrogenase,312,312,312,0,0,1,1,2
850,multimerin 1,71,142,71,71,0,0.5,1,3
851,Guillain-Barre Syndrome,77,77,77,0,0,1,1,1
852,Axenfeld anomaly (disorder),16,16,16,0,0,1,1,1
853,desmocollin 2,96,192,96,96,0,0.5,1,2
854,MASP2 DEFICIENCY,11,11,7,0,4,0.636363636,0.466666667,1
855,AMYOTROPHIC LATERAL SCLEROSIS AND/OR FRONTOTEMPORAL DEMENTIA 1,15,15,15,0,0,1,1,0
856,Loss of scalp hair,16,16,16,0,0,1,1,1
857,Canarypox (disorder),35,35,35,0,0,1,1,0
858,LATS:p-MOB [cytosol],15,15,15,0,0,1,1,1
859,Stage III Colon Cancer AJCC v7,28,28,23,0,5,0.821428571,0.696969697,1
860,C3 and PZP like alpha-2-macroglobulin domain containing 8,73,73,73,0,0,1,1,1
861,solute carrier family 25 member 38,15,15,15,0,0,1,1,1
862,Chagas Cardiomyopathy,54,54,54,0,0,1,1,1
863,RETINAL DAMAGE,15,15,15,0,0,1,1,0
864,Hemophilia A carrier,12,12,12,0,0,1,1,1
865,glycoprotein VI platelet,87,87,87,0,0,1,1,1
866,Drug Eruptions,37,37,37,0,0,1,1,0
867,Jaw Abnormalities,11,11,11,0,0,1,1,0
868,Hepatitis B Virus-Related Hepatocellular Carcinoma,22,22,22,0,0,1,1,0
869,RNA binding motif protein X-linked,15,16,15,1,0,0.9375,1,0
870,Female Urogenital Diseases,18,18,18,0,0,1,1,0
871,dimethylarginine dimethylaminohydrolase 2,46,92,46,46,0,0.5,1,1
872,poly(rC) binding protein 4,169,338,169,169,0,0.5,1,2
873,tumor necrosis factor,11859,47701,11859,35842,0,0.24861114,1,116
874,"Dominant dystrophic epidermolysis bullosa, albopapular type (disorder)",15,15,15,0,0,1,1,1
875,Communication impairment,11,11,11,0,0,1,1,1
876,Autoimmune Diseases,3595,3597,3595,2,0,0.999443981,1,3
877,Sudden Cardiac Death,149,149,149,0,0,1,1,1
878,Infantile onset spinocerebellar ataxia,17,17,17,0,0,1,1,1
879,Infantile myofibromatosis,13,13,13,0,0,1,1,1
880,Oropharyngeal squamous cell carcinoma,91,91,88,0,3,0.967032967,0.936170213,1
881,gap junction protein gamma 2,54,54,54,0,0,1,1,1
882,Esophageal Atresia,25,31,25,6,0,0.806451613,1,1
883,cAMP responsive element modulator,75,150,75,75,0,0.5,1,3
884,"Gonadal Dysgenesis, 46,XY",37,37,37,0,0,1,1,1
885,endothelin receptor type B,402,1503,402,1101,0,0.26746507,1,5
886,cyclin dependent kinase inhibitor 1B,1285,1285,1200,0,85,0.93385214,0.875912409,2
887,Intracranial Thrombosis,29,29,29,0,0,1,1,0
888,leukocyte cell derived chemotaxin 2,22,22,22,0,0,1,1,0
889,"Nevus, Blue",17,17,17,0,0,1,1,0
890,"spinocerebellar ataxia, autosomal recessive 2",20,38,20,18,0,0.526315789,1,1
891,HMG CoA lyase deficiency,16,16,16,0,0,1,1,1
892,interleukin 15,456,1002,456,546,0,0.45508982,1,3
893,signal-induced proliferation-associated 1,60,1554,60,1494,0,0.038610039,1,7
894,Renal hypouricemia,51,51,51,0,0,1,1,1
895,calcyclin binding protein,55,110,55,55,0,0.5,1,1
896,SH3 domain binding protein 4,47,47,47,0,0,1,1,1
897,Lower respiratory tract infection,25,25,25,0,0,1,1,0
898,hydroxysteroid 17-beta dehydrogenase 13,50,50,45,0,5,0.9,0.818181818,1
899,Coronary Artery Disease,4735,4749,4735,14,0,0.997052011,1,5
900,G protein-coupled receptor class C group 5 member A,99,99,87,0,12,0.878787879,0.783783784,1
901,Renal glomerular disease,166,166,143,0,23,0.861445783,0.756613757,1
902,Liver regeneration disorder,152,152,152,0,0,1,1,1
903,splicing factor 3b subunit 2,116,578,116,462,0,0.200692042,1,2
904,FUNDUS ALBIPUNCTATUS,65,65,65,0,0,1,1,1
905,CD40 ligand,861,2020,861,1159,0,0.426237624,1,7
906,MCF.2 cell line derived transforming sequence like,50,50,44,0,6,0.88,0.785714286,1
907,Pustulosis of Palms and Soles,29,29,29,0,0,1,1,1
908,"PRECOCIOUS PUBERTY, CENTRAL",30,30,30,0,0,1,1,0
909,skin toxicity,46,46,46,0,0,1,1,1
910,"Neoplasms, Neuroepithelial",22,22,22,0,0,1,1,0
911,Progressive Neoplastic Disease,269,269,269,0,0,1,1,2
912,Hantavirus Infections,146,146,146,0,0,1,1,1
913,Sexually Transmitted Diseases,23,25,23,2,0,0.92,1,1
914,death domain associated protein,65,65,55,0,10,0.846153846,0.733333333,1
915,"actin alpha 1, skeletal muscle",136,136,121,0,15,0.889705882,0.801324503,1
916,pre T cell antigen receptor alpha,19,19,19,0,0,1,1,1
917,Corpus callosum agenesis neuronopathy,14,14,14,0,0,1,1,1
918,Prostatic Diseases,71,71,66,0,5,0.929577465,0.868421053,0
919,Neurodegenerative Disorders,2737,2737,2675,0,62,0.977347461,0.955698464,3
920,Neuroendocrine Tumors,531,531,511,0,20,0.962335217,0.927404719,1
921,"Infarction, Middle Cerebral Artery",108,108,100,0,8,0.925925926,0.862068966,1
922,lipopolysaccharide binding protein,75,150,75,75,0,0.5,1,1
923,Very Low Birth Weight,45,45,43,0,2,0.955555556,0.914893617,1
924,Benign Neoplasm,347,414,347,67,0,0.838164251,1,1
925,Gastrointestinal Stromal Tumors,1804,1804,1790,0,14,0.992239468,0.98459846,3
926,transcription factor 7 like 1,58,92,58,34,0,0.630434783,1,1
927,Anal carcinoma,27,27,25,0,2,0.925925926,0.862068966,0
928,ubiquitin conjugating enzyme E2 L3,29,29,27,0,2,0.931034483,0.870967742,1
929,Roberts-SC phocomelia syndrome,24,24,24,0,0,1,1,0
930,Pineal Gland Neoplasm,11,11,11,0,0,1,1,1
931,MUCOLIPIDOSIS II ALPHA/BETA (disorder),11,11,11,0,0,1,1,0
932,"Optic Atrophy, Hereditary, Leber",154,154,144,0,10,0.935064935,0.87804878,1
933,ribosomal protein S4 X-linked,17,17,17,0,0,1,1,1
934,phosphatidylethanolamine binding protein 4,20,20,20,0,0,1,1,0
935,serine peptidase inhibitor Kazal type 5,145,145,140,0,5,0.965517241,0.933333333,1
936,Peripheral Nerve Sheath Neoplasm,12,12,12,0,0,1,1,1
937,vesicle associated membrane protein 2,13,13,13,0,0,1,1,1
938,BCL2 like 12,63,63,63,0,0,1,1,0
939,anoctamin 3,29,58,29,29,0,0.5,1,1
940,Adenocarcinoma of lung (disorder),2336,2336,2222,0,114,0.95119863,0.906938776,3
941,Fanconi Syndrome,24,24,24,0,0,1,1,1
942,Adenosquamous carcinoma,83,83,83,0,0,1,1,1
943,Shoulder Pain,12,12,12,0,0,1,1,0
944,Developmental reading disorder,58,58,54,0,4,0.931034483,0.870967742,0
945,acyl-CoA dehydrogenase family member 9,16,16,16,0,0,1,1,1
946,childhood rhabdomyosarcoma,34,34,34,0,0,1,1,1
947,Mouth Diseases,22,22,12,0,10,0.545454545,0.375,1
948,Migraine with Aura,180,244,180,64,0,0.737704918,1,1
949,HOLOPROSENCEPHALY 3,15,15,15,0,0,1,1,0
950,Congenital Thrombotic Thrombocytopenic Purpura,77,77,67,0,10,0.87012987,0.770114943,1
951,Wolcott-Rallison syndrome,43,43,40,0,3,0.930232558,0.869565217,1
952,heterogeneous nuclear ribonucleoprotein D like,44,44,40,0,4,0.909090909,0.833333333,1
953,melanin concentrating hormone receptor 1,52,52,50,0,2,0.961538462,0.925925926,1
954,Guanidinoacetate methyltransferase deficiency,13,13,13,0,0,1,1,1
955,Familial hyperparathyroidism,27,27,27,0,0,1,1,1
956,neurexophilin 1,28,56,28,28,0,0.5,1,2
957,Hyperimmunoglobulinemia D,49,49,43,0,6,0.87755102,0.781818182,1
958,microRNA 18a,20,40,20,20,0,0.5,1,0
959,Cartilage Diseases,12,12,12,0,0,1,1,1
960,coactosin like F-actin binding protein 1,29,29,29,0,0,1,1,1
961,periodic paralysis (finding),40,40,37,0,3,0.925,0.860465116,1
962,Rectal Polyp,11,11,11,0,0,1,1,0
963,Porphobilinogen synthase deficiency,21,21,21,0,0,1,1,2
964,"Mammary Neoplasms, Experimental",271,271,266,0,5,0.981549815,0.963768116,1
965,Trigeminal Neuralgia,40,40,35,0,5,0.875,0.777777778,1
966,"Familial Amyloid Polyneuropathy, Type V",33,33,33,0,0,1,1,0
967,EDAR associated death domain,34,34,34,0,0,1,1,1
968,Intraocular pressure disorder,173,173,173,0,0,1,1,1
969,NEPHRONOPHTHISIS 2,11,11,11,0,0,1,1,1
970,MPS III B,47,47,47,0,0,1,1,1
971,peroxisome proliferator activated receptor alpha,779,779,764,0,15,0.980744544,0.962216625,1
972,Insulin Sensitivity,12,12,12,0,0,1,1,0
973,GIANT AXONAL NEUROPATHY 1,34,34,22,0,12,0.647058824,0.47826087,1
974,Adult Acute Lymphocytic Leukemia,210,210,210,0,0,1,1,1
975,phospholipase A2 group VI,379,639,379,260,0,0.593114241,1,2
976,Blood pressure finding,489,489,489,0,0,1,1,1
977,interleukin 1 receptor type 1,272,272,272,0,0,1,1,1
978,Acute Chest Syndrome,18,18,18,0,0,1,1,1
979,integrin binding sialoprotein,145,145,145,0,0,1,1,1
980,psychological symptom,16,16,16,0,0,1,1,0
981,PAXIP1 associated glutamate rich protein 1,60,60,60,0,0,1,1,2
982,insulin like growth factor binding protein 7,255,255,255,0,0,1,1,1
983,Dysplastic Nevus,98,119,98,21,0,0.823529412,1,1
984,Low-density lipoprotein receptor,12,10524,12,10512,0,0.001140251,1,20
985,"Alzheimer disease, familial, type 3",34,34,34,0,0,1,1,1
986,C-terminal binding protein 2,47,94,47,47,0,0.5,1,3
987,RAD54 like,28,29,28,1,0,0.965517241,1,0
988,adhesion G protein-coupled receptor V1,64,64,64,0,0,1,1,1
989,"Corneal Dystrophy, Juvenile Epithelial of Meesmann",35,35,33,0,2,0.942857143,0.891891892,1
990,TNF receptor-associated factor 1,13,399,13,386,0,0.032581454,1,5
991,Conduct Disorder,82,83,82,1,0,0.987951807,1,1
992,monocyte to macrophage differentiation associated,25,28,25,3,0,0.892857143,1,1
993,growth differentiation factor 2,48,96,48,48,0,0.5,1,0
994,beta Thalassemia,1056,1237,1056,181,0,0.853678254,1,2
995,Q Fever,34,34,29,0,5,0.852941176,0.743589744,0
996,MLX interacting protein like,72,72,67,0,5,0.930555556,0.87012987,0
997,metastasis associated 1 family member 3,36,36,29,0,7,0.805555556,0.674418605,1
998,MPS III C,13,13,11,0,2,0.846153846,0.733333333,0
999,ubiquilin 2,66,132,66,66,0,0.5,1,14
1000,calpain small subunit 1,22,529,22,507,0,0.041587902,1,3
